,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
370,IRS,IRSA Inversiones y Representaciones SA,720.76M,-2.82%,113773,348.50M
371,HA,"Hawaiian Holdings, Inc.",711.55M,-,825952,2.72B
372,GSL,"Global Ship Lease, Inc.",702.01M,0.50%,522394,674.80M
373,IIIN,"Insteel Industries, Inc.",697.03M,5.66%,131708,604.01M
374,NPWR,NET Power Inc.,693.70M,-1.04%,348333,175.00K
375,ASC,Ardmore Shipping Corporation,692.68M,-1.25%,653698,395.98M
376,EGLE,Eagle Bulk Shipping Inc.,680.10M,-0.97%,134896,393.80M
377,TPC,Tutor Perini Corporation,665.93M,2.89%,1091603,3.88B
378,SPCE,"Virgin Galactic Holdings, Inc.",664.07M,1.84%,7005254,6.80M
379,AGX,"Argan, Inc.",652.67M,1.72%,50780,527.56M
380,HSII,"Heidrick & Struggles International, Inc.",642.72M,1.43%,188189,1.04B
381,NVRI,Enviri Corporation,640.28M,4.16%,1534822,2.07B
382,CASS,"Cass Information Systems, Inc.",631.97M,0.74%,119843,197.51M
383,PL,Planet Labs PBC,621.27M,2.31%,1517821,214.82M
384,PLPC,Preformed Line Products Company,621.18M,-0.46%,20395,669.68M
385,ATRO,Astronics Corporation,609.72M,1.38%,382539,689.21M
386,BWMN,Bowman Consulting Group Ltd.,602.62M,2.09%,526658,346.26M
387,CLCO,Cool Company Ltd.,599.86M,-0.09%,123357,372.12M
388,TITN,Titan Machinery Inc.,584.03M,1.59%,272484,2.49B
389,CRESY,Cresud S.A.C.I.F. y A.,578.03M,0.88%,56875,743.19M
390,CVLG,"Covenant Logistics Group, Inc.",574.49M,-0.70%,143278,1.10B
391,GLDD,Great Lakes Dredge & Dock Corporation,574.29M,-0.12%,1305831,589.63M
392,FIP,FTAI Infrastructure Inc.,572.36M,4.22%,1243968,310.42M
393,SB,"Safe Bulkers, Inc.",553.62M,0.61%,934107,284.40M
394,LNZA,"LanzaTech Global, Inc.",552.56M,-2.43%,645621,62.63M
395,EVLV,"Evolv Technologies Holdings, Inc.",549.38M,-1.66%,1215601,80.42M
396,NPK,"National Presto Industries, Inc.",538.69M,1.33%,60075,340.91M
397,ADSE,ADS-TEC Energy PLC,529.12M,2.26%,33417,60.74M
398,EBF,"Ennis, Inc.",525.77M,2.52%,197527,425.37M
399,FC,Franklin Covey Co.,521.48M,0.51%,44050,279.55M
400,AMSC,American Superconductor Corporation,507.72M,3.61%,978734,135.35M
401,KE,"Kimball Electronics, Inc.",504.84M,-1.31%,243212,1.84B
402,LILM,Lilium N.V.,500.91M,2.31%,1086266,-
403,ACCO,ACCO Brands Corporation,498.37M,-,1624200,1.83B
404,FCEL,"FuelCell Energy, Inc.",497.05M,10.00%,16735195,103.01M
405,SAVE,"Spirit Airlines, Inc.",469.66M,-0.46%,6110554,5.36B
406,CMPO,"CompoSecure, Inc.",467.90M,-1.55%,228246,390.63M
407,ACTG,Acacia Research Corporation,464.51M,16.83%,1104444,125.10M
408,MTW,"The Manitowoc Company, Inc.",456.96M,0.46%,216859,2.23B
409,LMB,"Limbach Holdings, Inc.",449.92M,-1.01%,627897,516.35M
410,RGP,"Resources Connection, Inc.",444.32M,2.39%,3514191,704.52M
411,EAF,GrafTech International Ltd.,428.91M,0.60%,2899822,620.50M
412,TRC,Tejon Ranch Co.,418.68M,-2.07%,210018,44.74M
413,BBCP,"Concrete Pumping Holdings, Inc.",416.97M,2.25%,306380,446.38M
414,FORR,"Forrester Research, Inc.",407.27M,8.25%,2158293,480.78M
415,ASLE,AerSale Corporation,391.49M,4.15%,2253899,334.50M
416,DSKE,"Daseke, Inc.",389.40M,-0.24%,2788265,1.57B
417,KODK,Eastman Kodak Company,382.65M,-3.61%,1700935,1.12B
418,WLDN,"Willdan Group, Inc.",381.16M,0.40%,100931,510.10M
419,CVEO,Civeo Corporation,377.89M,3.04%,144978,700.81M
420,CIX,CompX International Inc.,368.55M,-1.87%,37728,161.29M
421,TBI,"TrueBlue, Inc.",368.49M,1.29%,5385276,1.91B
422,SHYF,"The Shyft Group, Inc.",367.85M,0.85%,357872,872.20M
423,ALTG,Alta Equipment Group Inc.,362.50M,5.14%,836527,2.01B
424,HSHP,Himalaya Shipping Ltd.,361.74M,-,435769,36.74M
425,MTRX,Matrix Service Company,360.97M,0.99%,1448192,765.45M
426,CYD,China Yuchai International Limited,357.51M,-0.91%,9200,2.30B
427,PTSI,"P.A.M. Transportation Services, Inc.",349.25M,3.59%,61447,810.81M
428,DSX,Diana Shipping Inc.,346.83M,0.34%,537301,262.10M
429,PKOH,Park-Ohio Holdings Corp.,340.19M,5.34%,74769,1.66B
430,NWPX,Northwest Pipe Company,334.65M,2.17%,162436,444.36M
431,NVX,Novonix Limited,334.12M,-1.11%,17222,8.05M
432,WLFC,Willis Lease Finance Corporation,332.78M,0.46%,13000,418.56M
433,SWIM,"Latham Group, Inc.",329.68M,-2.05%,445528,566.49M
434,NL,"NL Industries, Inc.",324.25M,2.15%,29234,161.29M
435,AMBI,Ambipar Emergency Response,323.03M,1.39%,10403,-
436,PANL,"Pangaea Logistics Solutions, Ltd.",317.83M,-2.29%,817146,499.27M
437,PKE,Park Aerospace Corp.,310.69M,0.46%,52380,53.20M
438,EVI,"EVI Industries, Inc.",304.31M,5.12%,129495,367.55M
439,POWW,"AMMO, Inc.",296.65M,5.49%,746435,148.32M
440,LXFR,Luxfer Holdings PLC,279.62M,2.66%,175833,405.00M
441,MG,"Mistras Group, Inc.",273.87M,-0.34%,195883,705.47M
442,LEV,The Lion Electric Company,273.72M,-3.20%,730506,253.50M
443,BLNK,Blink Charging Co.,271.03M,-14.87%,15848169,120.49M
444,GHM,Graham Corporation,267.68M,0.90%,46346,179.49M
445,QUAD,"Quad/Graphics, Inc.",265.59M,4.53%,151616,2.96B
446,LGCL,Lucas GC Limited,262.56M,13.40%,51770,178.42M
447,ORN,"Orion Group Holdings, Inc.",262.34M,-4.95%,252536,711.78M
448,MEC,"Mayville Engineering Company, Inc.",261.69M,0.63%,50418,588.43M
449,FSTR,L.B. Foster Company,261.62M,0.34%,73394,543.74M
450,BYRN,Byrna Technologies Inc.,261.60M,-1.25%,229701,42.64M
451,SPIR,"Spire Global, Inc.",261.59M,1.10%,130915,105.70M
452,RLGT,"Radiant Logistics, Inc.",249.63M,-0.56%,281460,888.28M
453,SLDP,"Solid Power, Inc.",248.10M,0.73%,1843839,17.41M
454,SLND,"Southland Holdings, Inc.",246.43M,-0.39%,13742,1.16B
455,ESEA,Euroseas Ltd.,246.01M,-1.96%,27593,189.36M
456,AMPX,"Amprius Technologies, Inc.",245.74M,1.80%,563432,5.90M
457,BAER,"Bridger Aerospace Group Holdings, Inc.",243.17M,-1.60%,20539,66.71M
458,GENC,"Gencor Industries, Inc.",237.02M,3.32%,71345,105.27M
459,NNBR,"NN, Inc.",233.54M,-0.42%,231352,489.27M
460,LLAP,Terran Orbital Corporation,231.41M,3.36%,5192606,136.24M
461,TWIN,"Twin Disc, Incorporated",226.53M,-0.62%,19378,294.24M
462,PFMT,Performant Financial Corporation,223.84M,1.75%,963966,113.74M
463,GASS,StealthGas Inc.,215.03M,0.16%,274548,143.53M
464,AAN,"The Aaron's Company, Inc.",211.01M,-,196593,2.14B
465,EOSE,"Eos Energy Enterprises, Inc.",208.73M,0.14%,7917596,16.38M
466,RDW,Redwire Corporation,207.36M,4.69%,212385,234.02M
467,FREY,FREYR Battery,205.37M,-2.72%,967843,-
468,BLDE,"Blade Air Mobility, Inc.",203.67M,3.05%,1236890,225.18M
469,DLHC,DLH Holdings Corp.,198.66M,0.65%,28273,401.00M
470,GRIN,Grindrod Shipping Holdings Ltd.,193.55M,2.26%,66267,387.10M
471,KNOP,KNOT Offshore Partners LP,189.36M,1.50%,104912,290.72M
472,MVST,"Microvast Holdings, Inc.",189.10M,-8.26%,4482108,266.84M
473,SCWO,"374Water, Inc.",188.39M,1.48%,201814,1.65M
474,RCMT,"RCM Technologies, Inc.",182.39M,7.64%,367067,263.24M
475,EML,The Eastern Company,177.06M,9.52%,20263,273.45M
476,ARQ,"Arq, Inc.",176.41M,8.02%,210681,99.18M
477,TG,Tredegar Corporation,174.45M,26.43%,614588,702.68M
478,HQI,"HireQuest, Inc.",173.89M,3.39%,15556,32.28M
479,SHIM,Shimmick Corporation,173.36M,-8.97%,94190,655.24M
480,SHIP,Seanergy Maritime Holdings Corp.,171.42M,-0.11%,339661,125.02M
481,TUSK,"Mammoth Energy Services, Inc.",170.67M,0.28%,200772,309.49M
482,SST,"System1, Inc.",163.86M,-4.00%,225758,401.97M
483,LUNR,"Intuitive Machines, Inc.",160.43M,8.28%,5285524,86.95M
484,QRHC,Quest Resource Holding Corporation,142.01M,-0.98%,33614,288.38M
485,TAYD,"Taylor Devices, Inc.",139.99M,7.68%,37415,40.87M
486,EVTL,Vertical Aerospace Ltd.,139.61M,-1.27%,149205,-
487,CSTE,Caesarstone Ltd.,138.84M,-2.90%,34557,565.23M
488,ULBI,Ultralife Corporation,137.58M,-4.86%,182133,150.20M
489,MNTX,"Manitex International, Inc.",137.45M,5.12%,34369,291.39M
490,GWH,"ESS Tech, Inc.",135.11M,-9.76%,2983706,7.54M
491,HURC,"Hurco Companies, Inc.",134.22M,-1.67%,28751,218.18M
492,ESOA,Energy Services of America Corporation,133.55M,5.37%,83560,334.23M
493,ISSC,"Innovative Solutions and Support, Inc.",132.87M,-6.05%,218952,37.60M
494,SFWL,Shengfeng Development Limited,127.72M,-6.06%,686704,388.76M
495,PESI,"Perma-Fix Environmental Services, Inc.",127.68M,-1.60%,52319,89.74M
496,TPIC,"TPI Composites, Inc.",126.60M,0.75%,2653838,1.46B
497,LICY,Li-Cycle Holdings Corp.,126.39M,8.15%,8484283,-
498,DHX,"DHI Group, Inc.",125.36M,6.53%,269996,151.88M
499,CRGO,Freightos Limited,120.05M,4.13%,10608,20.28M
500,TATT,TAT Technologies Ltd.,117.83M,-0.86%,842,113.79M
501,ARC,"ARC Document Solutions, Inc.",113.33M,0.76%,201772,281.20M
502,SKYX,SKYX Platforms Corp.,111.52M,-,469245,36.62M
503,GIFI,"Gulf Island Fabrication, Inc.",110.63M,1.94%,91790,151.07M
504,SCX,The L.S. Starrett Company,109.80M,-0.13%,89196,251.66M
505,BGSF,"BGSF, Inc.",108.98M,1.42%,13073,313.17M
506,SOAR,Volato Group Inc.,107.10M,-17.92%,474468,109.72M
507,TORO,Toro Corp.,105.46M,-3.72%,65008,78.47M
508,ELVA,Electrovaya Inc.,104.72M,1.27%,7248,44.06M
509,VTSI,"VirTra, Inc.",104.07M,2.85%,80178,36.57M
510,MPU,Mega Matrix Corp.,103.93M,17.41%,980565,1.51M
511,FBYD,"Falcon's Beyond Global, Inc.",102.30M,-0.82%,8962,22.85M
512,MHH,"Mastech Digital, Inc.",102.07M,1.15%,2818,212.26M
513,IVAC,"Intevac, Inc.",100.99M,0.53%,141860,52.67M
514,CBAT,"CBAK Energy Technology, Inc.",94.86M,-11.67%,197199,204.44M
515,BW,"Babcock & Wilcox Enterprises, Inc.",88.55M,-22.66%,5024550,999.35M
516,RR,Richtech Robotics Inc.,86.12M,-,87205,8.92M
517,OMEX,"Odyssey Marine Exploration, Inc.",85.18M,0.71%,82906,1.11M
518,PMEC,Primech Holdings Ltd.,83.54M,12.77%,34757,69.03M
519,SRFM,Surf Air Mobility Inc.,80.99M,-0.37%,255367,100.01M
520,AENT,Alliance Entertainment Holding Corporation,79.45M,-1.89%,1879,1.13B
521,XOS,"Xos, Inc.",73.20M,1.76%,6461,34.72M
522,IPWR,Ideal Power Inc.,69.26M,5.43%,16526,154.00K
523,ZCAR,"Zoomcar Holdings, Inc.",67.28M,0.89%,66445,16.54M
524,APT,"Alpha Pro Tech, Ltd.",65.79M,-1.37%,77612,61.23M
525,FLUX,"Flux Power Holdings, Inc.",65.64M,-1.73%,37188,64.48M
526,EDRY,EuroDry Ltd.,64.08M,-0.11%,4816,47.59M
527,ESP,Espey Mfg. & Electronics Corp.,63.70M,-0.59%,7598,37.02M
528,PPIH,"Perma-Pipe International Holdings, Inc.",63.64M,3.14%,5349,146.93M
529,TOPS,Top Ships Inc.,61.76M,0.30%,18951,124.43M
530,CODA,"Coda Octopus Group, Inc.",61.52M,-0.18%,45392,19.35M
531,RAIL,"FreightCar America, Inc.",57.47M,1.58%,58428,360.48M
532,BEEP,Mobile Infrastructure Corporation,57.00M,-1.93%,25383,44.38M
533,PPSI,"Pioneer Power Solutions, Inc.",54.62M,-0.72%,218409,42.60M
534,AIRT,"Air T, Inc.",54.20M,3.56%,7061,288.53M
535,AQMS,"Aqua Metals, Inc.",53.84M,0.20%,518110,25.00K
536,HOVR,New Horizon Aircraft Ltd.,50.91M,6.27%,178959,-
537,PXS,Pyxis Tankers Inc.,50.11M,2.14%,152677,50.60M
538,AP,Ampco-Pittsburgh Corporation,50.06M,0.80%,12151,407.77M
539,NTIP,"Network-1 Technologies, Inc.",49.37M,-0.94%,9398,2.60M
540,OPXS,"Optex Systems Holdings, Inc",48.99M,3.31%,13887,28.59M
541,VATE,INNOVATE Corp.,48.69M,6.64%,287301,1.42B
542,BWEN,"Broadwind, Inc.",47.88M,-2.63%,112776,203.48M
543,HSON,"Hudson Global, Inc.",46.45M,8.55%,19971,161.34M
544,GLBS,Globus Maritime Limited,45.90M,-0.89%,36381,31.21M
545,VCIG,VCI Global Limited,42.97M,2.68%,314422,12.47M
546,JOB,"GEE Group, Inc.",42.37M,2.99%,147103,141.93M
547,BEST,BEST Inc.,41.75M,0.48%,599,1.11B
548,SUGP,SU Group Holdings Limited,41.47M,2.62%,75887,20.93M
549,KSCP,"Knightscope, Inc.",39.96M,-2.36%,1990957,12.13M
550,CTRM,Castor Maritime Inc.,39.62M,-4.78%,468253,97.52M
551,LTBR,Lightbridge Corporation,39.59M,-1.05%,33399,-
552,STI,Solidion Technology Inc.,38.72M,33.85%,25219952,19.04K
553,HYFM,"Hydrofarm Holdings Group, Inc.",38.26M,-3.58%,655611,226.58M
554,CLIR,ClearSign Technologies Corporation,37.18M,1.02%,61020,1.18M
555,CCTG,CCSC Technology International Holdings Limited,36.36M,-4.85%,538701,15.94M
556,AERT,Aeries Technology Inc.,35.50M,0.89%,3402,105.90M
557,FTEK,"Fuel Tech, Inc.",34.94M,5.02%,109293,27.08M
558,GTEC,Greenland Technologies Holding Corporation,34.53M,-1.17%,12616,86.69M
559,GFAI,"Guardforce AI Co., Limited",34.50M,15.67%,952513,35.95M
560,AZ,A2Z Smart Technologies Corp.,32.96M,-1.48%,36016,15.75M
561,MESA,"Mesa Air Group, Inc.",32.42M,-0.33%,94213,498.07M
562,CVU,"CPI Aerostructures, Inc.",32.19M,1.60%,17145,87.04M
563,RFIL,"RF Industries, Ltd.",31.96M,1.31%,12065,72.17M
564,CACO,Caravelle International Group,31.82M,1.16%,7921,133.78M
565,CVV,CVD Equipment Corporation,31.80M,-0.64%,7461,27.23M
566,DFLI,Dragonfly Energy Holdings Corp.,30.47M,1.54%,210950,74.16M
567,OESX,"Orion Energy Systems, Inc.",29.31M,-0.03%,71139,85.80M
568,LICN,Lichen China Limited,29.15M,8.18%,37863,33.58M
569,SVT,"Servotronics, Inc.",29.06M,-15.96%,14707,43.47M
570,SPEC,Spectaire Holdings Inc.,28.39M,-3.91%,15737,-
571,APWC,Asia Pacific Wire & Cable Corporation Limited,27.83M,4.65%,1222,433.89M
572,SNT,Senstar Technologies Ltd.,27.47M,-4.18%,9591,33.77M
573,TISI,"Team, Inc.",25.70M,1.93%,4418,862.62M
574,UGRO,"urban-gro, Inc.",25.68M,10.00%,127991,73.86M
575,FPAY,"FlexShopper, Inc.",25.55M,2.61%,16259,108.12M
576,USEA,United Maritime Corporation,24.64M,2.82%,32600,33.42M
577,NEOV,NeoVolta Inc.,24.59M,7.25%,70884,3.13M
578,SGRP,"SPAR Group, Inc.",23.94M,0.99%,15471,262.29M
579,EPOW,"Sunrise New Energy Co., Ltd.",23.78M,-3.52%,14112,48.57M
580,PSHG,Performance Shipping Inc.,23.09M,-1.57%,23496,108.94M
581,XPON,Expion360 Inc.,22.78M,-0.90%,11929,6.54M
582,JYD,Jayud Global Logistics Limited,22.43M,-5.92%,18785,90.61M
583,WHLM,"Wilhelmina International, Inc.",22.12M,3.37%,3612,17.54M
584,IGC,IGC Pharma Inc,21.44M,-3.54%,149587,1.22M
585,OP,OceanPal Inc.,20.49M,-6.45%,25078,18.87M
586,ALPP,"Alpine 4 Holdings, Inc.",20.05M,-2.36%,69575,106.08M
587,SIF,"SIFCO Industries, Inc.",19.41M,3.58%,2003,86.78M
588,LIQT,"LiqTech International, Inc.",18.84M,6.82%,9199,18.09M
589,PIXY,"ShiftPixy, Inc.",18.35M,-14.36%,349532,15.64M
590,OPTT,"Ocean Power Technologies, Inc.",17.81M,3.99%,225972,4.93M
591,RVSN,Rail Vision Ltd.,17.31M,-12.81%,1871294,142.00K
592,IPDN,"Professional Diversity Network, Inc.",17.13M,-1.29%,5443,7.76M
593,CVR,Chicago Rivet & Machine Co.,16.47M,15.12%,22753,31.58M
594,ASTC,Astrotech Corporation,15.11M,5.46%,9167,1.99M
595,GVH,Globavend Holdings Limited,15.08M,2.55%,34123,18.59M
596,SIDU,"Sidus Space, Inc.",15.05M,1.39%,217241,6.95M
597,TOMZ,"TOMI Environmental Solutions, Inc.",14.54M,4.24%,6320,8.64M
598,DCFC,Tritium DCFC Limited,14.33M,-6.72%,4237429,184.54M
599,JAN,JanOne Inc.,14.28M,-,222078,11.16M
600,AIRI,Air Industries Group,14.16M,2.27%,10295,51.94M
601,SGLY,Singularity Future Technology Ltd.,13.56M,-3.05%,86069,3.68M
602,ASTR,"Astra Space, Inc.",13.56M,-6.20%,424383,963.00K
603,LASE,Laser Photonics Corporation,13.29M,-0.64%,93905,4.61M
604,IDEX,"Ideanomics, Inc.",12.57M,3.96%,361960,36.48M
605,KITT,"Nauticus Robotics, Inc.",12.51M,-4.84%,1033418,8.77M
606,GRNQ,Greenpro Capital Corp.,12.35M,1.24%,17408,3.29M
607,VRME,"VerifyMe, Inc.",11.89M,-2.46%,23129,26.30M
608,CHNR,"China Natural Resources, Inc.",11.79M,-1.64%,30658,2.91M
609,IVDA,"Iveda Solutions, Inc.",11.66M,1.05%,43396,7.59M
610,SHPW,"Shapeways Holdings, Inc.",11.46M,-5.68%,14392,33.72M
611,DPRO,Draganfly Inc.,11.24M,-1.76%,293315,5.15M
612,CLWT,Euro Tech Holdings Company Limited,11.20M,2.11%,1842,16.18M
613,ROMA,Roma Green Finance Limited,11.16M,0.94%,229864,1.74M
614,YGMZ,MingZhu Logistics Holdings Limited,10.49M,6.00%,65338,109.83M
615,MWG,Multi Ways Holdings Ltd,10.45M,2.73%,25650,32.64M
616,ARTW,"Art's-Way Manufacturing Co., Inc.",10.43M,-8.44%,83047,30.28M
617,WLGS,"WANG & LEE GROUP, Inc.",9.96M,3.25%,25970,4.36M
618,AWX,Avalon Holdings Corporation,9.40M,-0.42%,2309,84.54M
619,HIHO,Highway Holdings Limited,9.25M,-2.37%,2085,-
620,ILAG,Intelligent Living Application Group Inc.,9.21M,3.92%,29011,6.75M
621,ENG,ENGlobal Corporation,8.82M,2.99%,8540,40.79M
622,RAYA,Erayak Power Solution Group Inc.,8.28M,-6.87%,64553,24.88M
623,POLA,"Polar Power, Inc.",8.08M,4.78%,695580,18.05M
624,PRZO,ParaZero Technologies Ltd.,7.74M,-3.86%,71464,560.12K
625,KIQ,Kelso Technologies Inc.,7.62M,7.77%,416731,10.14M
626,KWE,KWESST Micro Systems Inc.,7.22M,4.00%,31671,786.61K
627,GPAK,Gamer Pakistan Inc.,7.03M,23.10%,229647,-
628,ESGL,ESGL Holdings Ltd,7.01M,-1.35%,11837,8.39M
629,DGLY,"Digital Ally, Inc.",7.00M,-,9273,31.19M
630,MNTS,Momentus Inc.,6.57M,-6.64%,801811,2.19M
631,GWAV,"Greenwave Technology Solutions, Inc.",5.46M,-8.18%,686045,32.65M
632,VIEW,"View, Inc.",5.29M,-5.11%,44925,128.84M
633,BURU,"Nuburu, Inc.",5.29M,3.09%,158582,2.15M
634,AEHL,Antelope Enterprise Holdings Limited,5.14M,-,3046,63.62M
635,CEAD,CEA Industries Inc.,4.52M,-0.73%,39264,8.12M
636,ATXG,Addentax Group Corp.,4.38M,5.70%,34290,5.15M
637,SGBX,Safe & Green Holdings Corp,4.12M,2.27%,299624,18.67M
638,AGFY,Agrify Corporation,4.09M,-2.47%,122876,19.90M
639,EFSH,1847 Holdings LLC,3.73M,9.68%,166274,63.06M
640,JCSE,JE Cleantech Holdings Limited,3.60M,5.56%,192,14.89M
641,BKYI,"BIO-key International, Inc.",3.57M,2.60%,16718,8.59M
642,UUU,"Universal Security Instruments, Inc.",3.35M,-2.68%,4623,21.00M
643,CISS,C3is Inc.,3.34M,-64.18%,193750455,-
644,SMX,SMX (Security Matters) PLC,3.03M,24.42%,11742799,-
645,TBLT,"ToughBuilt Industries, Inc.",2.49M,-2.13%,49296,89.62M
646,LGMK,"LogicMark, Inc.",2.45M,-1.75%,74854,9.65M
647,NXU,"Nxu, Inc.",2.38M,-,323446,-
648,STAF,"Staffing 360 Solutions, Inc.",2.36M,-3.08%,66241,258.50M
649,RCRT,"Recruiter.com Group, Inc.",2.25M,-1.28%,571,9.94M
650,AULT,"Ault Alliance, Inc.",1.21M,-,2336295,160.92M
651,SPCB,SuperCom Ltd.,1.09M,0.31%,211810,25.51M
